0.055182517,0.23182148,-0.13780677,0.16483521,1,0,0,0,0,0
0.08985883,0.3235721,-0.08416605,0.052607656,0,1,0,0,0,0
-0.014941394,-0.0073498487,0.17210531,0.12672424,0,0,1,0,0,0
-0.15791321,0.08757913,0.055738926,0.25786012,0,0,0,1,0,0
0.21775347,0.17699581,-0.04032272,0.12144554,0,0,0,0,1,0
0.13621688,0.2568974,-0.13562912,-0.15665573,0,0,0,0,0,1
0.04414612,0.22812372,-0.14224547,0.16920143,1,0,0,0,0,0
0.07188702,0.30685788,-0.07266623,0.026086032,0,1,0,0,0,0
0.0040467978,-0.016546428,0.16435081,0.11737937,0,0,1,0,0,0
-0.16899723,0.07539654,0.09259117,0.2809549,0,0,0,1,0,0
0.27020293,0.16826338,-0.058924913,0.11848974,0,0,0,0,1,0
0.13564008,0.2428512,-0.11916995,-0.15732443,0,0,0,0,0,1
0.051316977,0.23049909,-0.14046305,0.12469441,1,0,0,0,0,0
0.05750954,0.32015306,-0.07946634,0.010202229,0,1,0,0,0,0
-0.01809591,-0.007903874,0.2221474,0.12590349,0,0,1,0,0,0
-0.15653116,0.06565058,0.12207276,0.29943055,0,0,0,1,0,0
0.22682899,0.20394403,-0.03113997,0.13745844,0,0,0,0,1,0
0.12984538,0.2422809,-0.111335814,-0.1578595,0,0,0,0,0,1
0.04638672,0.23773259,-0.1497038,0.12642229,1,0,0,0,0,0
0.062007666,0.29878908,-0.068906486,0.018828332,0,1,0,0,0,0
-0.0038099885,-0.03298968,0.1937179,0.12205607,0,0,1,0,0,0
-0.15189147,0.068520546,0.08165836,0.31421095,0,0,0,1,0,0
0.21879643,0.21115524,-0.040911853,0.109966815,0,0,0,0,1,0
0.13587624,0.24715799,-0.121068716,-0.17962092,0,0,0,0,0,1
0.037109375,0.22218603,-0.15709639,0.10647118,1,0,0,0,0,0
0.07093954,0.30836445,-0.060458362,0.0043962,0,1,0,0,0,0
0.0076186657,-0.015725076,0.18697429,0.12964493,0,0,1,0,0,0
-0.16417986,0.081483126,0.06532657,0.2833689,0,0,0,1,0,0
0.27103716,0.18492413,-0.016729534,0.13597351,0,0,0,0,1,0
0.12470108,0.25639302,-0.10218829,-0.1436969,0,0,0,0,0,1
